Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,CompTotal,LanguageHaveWorkedWith,DatabaseChoice,DatabaseHaveWorkedWith,ConvertedCompYearly,ConvertedCompYearly_w
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,23.0,Data scientist,20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Canada,145000.0,Bash/Shell (all shells);JavaScript;Python,Yes,PostgreSQL;SQLite,105790.0,105790.0
18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",4.0,7.0,Data engineer,nan,nan,nan,"Internet, Telecomm or Information Services",Poland,480000.0,Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,BigQuery;Dynamodb;MongoDB;MySQL;PostgreSQL;Redis;SQLite,130992.0,130992.0
18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,6.0,Data engineer,100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,Sweden,600000.0,Go;Python;Scala;Swift;TypeScript,Yes,BigQuery;Databricks SQL;DuckDB;MongoDB;PostgreSQL;Redis;Snowflake;Supabase;Clickhouse;Amazon Redshift,62893.0,62893.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17.0,20.0,Data or business analyst,100 to 499 employees,Individual contributor,Remote,Media & Advertising Services,Germany,70000.0,R,Yes,DuckDB;PostgreSQL,81210.0,81210.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6.0,10.0,Data engineer,100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",France,64000.0,Bash/Shell (all shells);Java;Python;Rust;SQL,Yes,PostgreSQL;Clickhouse,74249.0,74249.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18.0,2.0,Data or business analyst,100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,United States of America,121000.0,Python;SQL,Yes,BigQuery;PostgreSQL,121000.0,121000.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,15.0,Data engineer,100 to 499 employees,Individual contributor,Remote,Software Development,Poland,360000.0,Bash/Shell (all shells);Groovy;Java;JavaScript;Python;Scala;SQL;TypeScript,Yes,PostgreSQL;Clickhouse,98244.0,98244.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,13.0,Data engineer,"10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Computer Systems Design and Services,Mexico,1500000.0,Bash/Shell (all shells);Python;SQL,Yes,IBM DB2;PostgreSQL;SQLite,78959.0,78959.0
55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",30.0,30.0,Data scientist,nan,nan,nan,Media & Advertising Services,Colombia,360000000.0,R;SQL,Yes,MySQL;PostgreSQL,88086.0,88086.0
25-34 years old,Some college/university study without earning a degree,Employed,5.0,10.0,Data engineer,"5,000 to 9,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,Brazil,140000.0,Go;Groovy;HTML/CSS;Java;JavaScript;Python;SQL,Yes,BigQuery;Elasticsearch;MongoDB;MySQL,25485.0,25485.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25.0,10.0,Data scientist,"5,000 to 9,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,Japan,18000000.0,SQL,Yes,MySQL;Oracle;PostgreSQL;Snowflake,124359.0,124359.0
45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Independent contractor, freelancer, or self-employed",28.0,23.0,Data scientist,"Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,Colombia,100000000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Lisp;Python;R;SQL,Yes,MySQL;PostgreSQL;SQLite,24468.0,24468.0
55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,33.0,42.0,Data engineer,100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,New Zealand,170000.0,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;Python;SQL,Yes,Microsoft SQL Server;Snowflake;SQLite,102400.0,102400.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,20.0,Data engineer,"10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Computer Systems Design and Services,India,6750000.0,Bash/Shell (all shells);Java;JavaScript;Python;Scala;SQL,Yes,BigQuery;Databricks SQL;MongoDB;MySQL;Oracle;PostgreSQL;Redis,78462.0,78462.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,4.0,Data scientist,Less than 20 employees,People manager,Remote,Fintech,Mexico,2170000.0,Bash/Shell (all shells);Python;Scala;SQL,Yes,DuckDB;MongoDB;PostgreSQL,114227.0,114227.0
18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,10.0,Data engineer,100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Philippines,700000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Yes,BigQuery;Databricks SQL;DuckDB;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis;Snowflake;SQLite,12291.0,12291.0
35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,10.0,13.0,Data scientist,100 to 499 employees,Individual contributor,Remote,Healthcare,Spain,150000.0,C++;Fortran;R,Yes,nan,174022.0,174022.0
35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,6.0,16.0,Data engineer,"10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Manufacturing,Germany,92000.0,HTML/CSS;Python;SQL,Yes,Databricks SQL;PostgreSQL;Snowflake,106733.0,106733.0
18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,,2.0,Data scientist,nan,nan,nan,nan,India,300000.0,HTML/CSS;JavaScript;Python;SQL,Yes,Microsoft SQL Server;MySQL,3487.0,3487.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,12.0,Data engineer,20 to 99 employees,People manager,In-person,Software Development,Indonesia,365000000.0,Bash/Shell (all shells);Java;Python;SQL,Yes,H2;PostgreSQL,22368.0,22368.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30.0,30.0,Data engineer,500 to 999 employees,Individual contributor,Remote,Software Development,United States of America,275000.0,C;C++;Java;Python;Ruby;Rust;SQL,Yes,BigQuery;DuckDB;PostgreSQL,275000.0,275000.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,6.0,Data or business analyst,20 to 99 employees,Individual contributor,In-person,Software Development,Czech Republic,33000.0,PowerShell;Python;R,Yes,PostgreSQL;SQLite,1545.0,1545.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,17.0,Data engineer,100 to 499 employees,Individual contributor,Remote,Energy,United Kingdom of Great Britain and Northern Ireland,110000.0,Bash/Shell (all shells);Go;Python,Yes,BigQuery;MongoDB;PostgreSQL,149756.0,149756.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,15.0,Data scientist,"5,000 to 9,999 employees",Individual contributor,Remote,Banking/Financial Services,Ireland,250000.0,HTML/CSS;JavaScript;Python;Ruby;SQL,Yes,BigQuery;Databricks SQL;DuckDB;Snowflake;SQLite,290037.0,290037.0
25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",6.0,6.0,Database administrator or engineer,nan,nan,nan,"Transportation, or Supply Chain",South Africa,10000000.0,nan,Yes,nan,563788.0,440856.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,20.0,Data engineer,20 to 99 employees,Individual contributor,Remote,Media & Advertising Services,South Africa,8100.0,Python;SQL,Yes,BigQuery;DuckDB;PostgreSQL,8100.0,8100.0
35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,10.0,10.0,Database administrator or engineer,"1,000 to 4,999 employees",nan,"Hybrid (some remote, leans heavy to in-person)",Fintech,United States of America,234543.0,nan,Yes,Cassandra,234543.0,234543.0
18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,8.0,Database administrator or engineer,100 to 499 employees,Individual contributor,Remote,Software Development,India,3745480.0,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Yes,MongoDB;MySQL;PostgreSQL;Redis,43537.0,43537.0
45-54 years old,Some college/university study without earning a degree,Employed,27.0,15.0,Database administrator or engineer,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,Spain,60000.0,Bash/Shell (all shells);Python;SQL,Yes,Cassandra;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,69609.0,69609.0
35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,13.0,13.0,Data engineer,"5,000 to 9,999 employees",Individual contributor,Remote,Government,Germany,107000.0,C#;Kotlin;Python;Swift,Yes,Elasticsearch;PostgreSQL,124136.0,124136.0
18-24 years old,Some college/university study without earning a degree,Employed,,3.0,Data scientist,20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Brazil,40000.0,nan,nan,nan,7281.0,7281.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8.0,15.0,Data engineer,"10,000 or more employees",Individual contributor,Remote,"Transportation, or Supply Chain",Colombia,279000000.0,Bash/Shell (all shells);JavaScript;PowerShell;Python;SQL,Yes,Dynamodb;Elasticsearch;MySQL;Oracle;PostgreSQL;Snowflake,68267.0,68267.0
18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,6.0,Data engineer,Less than 20 employees,Individual contributor,In-person,Software Development,Germany,55000.0,Python;SQL,Yes,DuckDB;Microsoft SQL Server;PostgreSQL,63808.0,63808.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,13.0,Data scientist,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Government,United Kingdom of Great Britain and Northern Ireland,40000.0,HTML/CSS;JavaScript;PowerShell;Python;R;SQL;VBA,Yes,Microsoft SQL Server;MongoDB;Oracle,54457.0,54457.0
35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,20.0,10.0,Data or business analyst,"10,000 or more employees",Individual contributor,Remote,Banking/Financial Services,Canada,100000.0,HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA,Yes,Microsoft SQL Server;MySQL,72958.0,72958.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,5.0,Data scientist,100 to 499 employees,Individual contributor,Remote,Software Development,Ukraine,36000.0,Python;SQL,Yes,BigQuery;Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite,36000.0,36000.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,12.0,Data engineer,100 to 499 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,United Arab Emirates,30000.0,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;Python;SQL,Yes,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Clickhouse,8169.0,8169.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,13.0,Data engineer,100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Internet, Telecomm or Information Services",Slovakia,47000.0,Bash/Shell (all shells);Go;Groovy;Java;JavaScript;Kotlin;Python;Scala;SQL,Yes,MariaDB;Snowflake,54527.0,54527.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,3.0,3.0,Data scientist,Less than 20 employees,Individual contributor,In-person,Other:,Germany,20000.0,C++;Python;SQL,Yes,PostgreSQL;SQLite,23203.0,23203.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,5.0,Data engineer,500 to 999 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Manufacturing,Germany,61000.0,Bash/Shell (all shells);PowerShell;Python;SQL,Yes,Databricks SQL;Microsoft SQL Server;Neo4J;PostgreSQL;SQLite,70769.0,70769.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,15.0,Data engineer,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Czech Republic,2300000.0,Bash/Shell (all shells);Kotlin;Python;SQL,Yes,BigQuery;PostgreSQL,107653.0,107653.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,6.0,Data engineer,"1,000 to 4,999 employees",Individual contributor,Remote,Banking/Financial Services,Poland,120000.0,C++;Java;Python;SQL;VBA,Yes,MySQL;PostgreSQL,32748.0,32748.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,10.0,Data or business analyst,500 to 999 employees,Individual contributor,Remote,Insurance,United States of America,878500.0,Lua;Python;SQL;VBA,Yes,DuckDB;Microsoft SQL Server;MySQL;Snowflake,878500.0,440856.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",15.0,25.0,Data engineer,nan,nan,nan,Healthcare,Poland,360000.0,Groovy;Java;Python;SQL,Yes,Databricks SQL;Dynamodb;MariaDB;MySQL;PostgreSQL;Redis,98244.0,98244.0
25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,4.0,14.0,Data scientist,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,United States of America,210000.0,Bash/Shell (all shells);PowerShell;Python;R;SQL,Yes,Microsoft SQL Server;PostgreSQL;SQLite,210000.0,210000.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,13.0,Database administrator or engineer,"1,000 to 4,999 employees",People manager,"Hybrid (some remote, leans heavy to in-person)",Government,United States of America,136000.0,C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),Yes,Microsoft Access;Microsoft SQL Server,136000.0,136000.0
45-54 years old,Some college/university study without earning a degree,Employed,3.0,6.0,Database administrator or engineer,100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",United States of America,44000.0,C#;HTML/CSS;JavaScript;SQL,Yes,Microsoft SQL Server,44000.0,44000.0
35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,11.0,15.0,Data scientist,"5,000 to 9,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,Switzerland,226000.0,Bash/Shell (all shells);Python;SQL,Yes,BigQuery;PostgreSQL,280224.0,280224.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,9.0,Data engineer,"10,000 or more employees",Individual contributor,Remote,Software Development,Mexico,1450000.0,Java;Python;SQL,Yes,PostgreSQL;SQLite,76327.0,76327.0
35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,14.0,27.0,Data scientist,20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Energy,Denmark,720000.0,Bash/Shell (all shells);Python;R,Yes,nan,111975.0,111975.0
18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,5.0,Data or business analyst,100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Insurance,United Kingdom of Great Britain and Northern Ireland,42000.0,C++;Python,Yes,Snowflake,57179.0,57179.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,20.0,Data engineer,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Healthcare,United States of America,125000.0,C#;Java;JavaScript;PowerShell;SQL,Yes,Microsoft SQL Server;SQLite,125000.0,125000.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,16.0,24.0,Data engineer,"5,000 to 9,999 employees",People manager,"Hybrid (some in-person, leans heavy to flexibility)",Manufacturing,United States of America,170000.0,PowerShell;Python;SQL,Yes,Databricks SQL;Microsoft SQL Server;MySQL;Oracle,170000.0,170000.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,20.0,Data engineer,"5,000 to 9,999 employees",Individual contributor,Remote,Insurance,United States of America,110000.0,Bash/Shell (all shells);Python;SQL,Yes,BigQuery;IBM DB2;Microsoft SQL Server;MySQL;Oracle;Snowflake,110000.0,110000.0
35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,12.0,17.0,Data engineer,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,France,60000.0,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PowerShell;Python;R;Scala;SQL,Yes,DuckDB;Elasticsearch;Neo4J;PostgreSQL;Redis;SQLite,69609.0,69609.0
18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,6.0,Data scientist,Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,Austria,46200.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;R;SQL,Yes,MongoDB;MySQL;Neo4J;PostgreSQL,53599.0,53599.0
55-64 years old,Some college/university study without earning a degree,Employed,45.0,45.0,Data engineer,100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,300000.0,nan,Yes,BigQuery;DuckDB;MySQL;PostgreSQL;SQLite,300000.0,300000.0
